Song_id,Quadrant,in_balanced_train,in_balanced_validate,in_balanced_test,in_complete_train,in_complete_validate,in_complete_test
MT0001659593,Q4,True,False,False,True,False,False
MT0001661022,Q4,False,False,True,False,False,True
MT0001664577,Q1,True,False,False,True,False,False
MT0001671399,Q1,True,False,False,True,False,False
MT0001673884,Q3,False,True,False,False,True,False
MT0001698737,Q4,True,False,False,True,False,False
MT0001699798,Q4,True,False,False,True,False,False
MT0001710592,Q2,True,False,False,True,False,False
MT0001722508,Q4,True,False,False,True,False,False
MT0001729778,Q4,False,True,False,False,True,False
MT0001738256,Q2,True,False,False,True,False,False
MT0001741017,Q1,True,False,False,True,False,False
MT0001753032,Q3,True,False,False,True,False,False
MT0001757676,Q1,False,False,True,False,False,True
MT0001765726,Q4,True,False,False,True,False,False
MT0001766004,Q2,False,False,True,False,False,True
MT0001770136,Q1,True,False,False,True,False,False
MT0001779167,Q2,True,False,False,True,False,False
MT0001795697,Q1,True,False,False,True,False,False
MT0001801454,Q2,True,False,False,True,False,False
MT0001810607,Q3,False,False,True,False,False,True
MT0001829666,Q1,True,False,False,True,False,False
MT0001831738,Q1,True,False,False,True,False,False
MT0001832838,Q4,True,False,False,True,False,False
MT0001835551,Q2,True,False,False,True,False,False
MT0001839466,Q3,True,False,False,True,False,False
MT0001841416,Q3,True,False,False,True,False,False
MT0001852290,Q2,True,False,False,False,True,False
MT0001862892,Q3,False,True,False,False,True,False
MT0001863823,Q4,True,False,False,True,False,False
MT0001866808,Q3,True,False,False,True,False,False
MT0001879903,Q3,True,False,False,True,False,False
MT0001889075,Q2,False,True,False,False,True,False
MT0001889244,Q1,True,False,False,True,False,False
MT0001891260,Q3,True,False,False,True,False,False
MT0001899447,Q3,True,False,False,True,False,False
MT0001899867,Q1,True,False,False,True,False,False
MT0001901436,Q4,True,False,False,True,False,False
MT0001916633,Q4,True,False,False,True,False,False
MT0001920501,Q3,True,False,False,True,False,False
MT0001921677,Q3,False,False,False,True,False,False
MT0001927015,Q1,False,False,True,False,False,True
MT0001927474,Q4,False,True,False,False,True,False
MT0001927921,Q2,True,False,False,True,False,False
MT0001929641,Q3,True,False,False,True,False,False
MT0001934410,Q2,True,False,False,False,False,True
MT0001934726,Q3,True,False,False,True,False,False
MT0001938929,Q2,False,False,True,False,False,True
MT0001942272,Q4,False,False,True,False,False,True
MT0001943830,Q4,True,False,False,True,False,False
MT0001949173,Q4,True,False,False,True,False,False
MT0001954919,Q4,True,False,False,True,False,False
MT0001962373,Q2,False,False,False,True,False,False
MT0001963447,Q2,True,False,False,True,False,False
MT0001967655,Q4,False,False,True,False,False,True
MT0001972380,Q3,False,True,False,False,True,False
MT0001972829,Q3,True,False,False,True,False,False
MT0001974130,Q2,False,False,False,True,False,False
MT0001978806,Q2,False,False,False,False,True,False
MT0001980613,Q4,True,False,False,True,False,False
MT0001988811,Q3,True,False,False,True,False,False
MT0001992879,Q2,False,False,True,True,False,False
MT0001993588,Q2,True,False,False,True,False,False
MT0002006203,Q3,False,False,True,False,False,True
MT0002006862,Q1,False,True,False,False,True,False
MT0002007417,Q3,True,False,False,True,False,False
MT0002014752,Q4,True,False,False,True,False,False
MT0002024101,Q2,True,False,False,True,False,False
MT0002024741,Q4,True,False,False,True,False,False
MT0002034238,Q1,True,False,False,True,False,False
MT0002052101,Q1,True,False,False,True,False,False
MT0002052918,Q3,False,False,False,True,False,False
MT0002054074,Q4,True,False,False,True,False,False
MT0002057142,Q3,False,False,True,False,False,True
MT0002060109,Q3,True,False,False,True,False,False
MT0002067509,Q1,True,False,False,True,False,False
MT0002068648,Q1,True,False,False,True,False,False
MT0002070314,Q1,True,False,False,True,False,False
MT0002078701,Q1,False,True,False,False,True,False
MT0002087345,Q4,True,False,False,True,False,False
MT0002087541,Q3,True,False,False,True,False,False
MT0002088249,Q1,True,False,False,True,False,False
MT0002099419,Q2,True,False,False,True,False,False
MT0002113056,Q1,True,False,False,True,False,False
MT0002131125,Q2,True,False,False,True,False,False
MT0002132088,Q4,False,True,False,True,False,False
MT0002139311,Q1,True,False,False,True,False,False
MT0002142155,Q3,False,True,False,False,True,False
MT0002169629,Q2,False,False,False,True,False,False
MT0002177145,Q1,True,False,False,True,False,False
MT0002179342,Q1,False,False,True,False,False,True
MT0002193996,Q4,True,False,False,True,False,False
MT0002213644,Q3,True,False,False,True,False,False
MT0002216668,Q4,False,True,False,False,True,False
MT0002219182,Q1,False,False,True,False,False,True
MT0002222944,Q2,True,False,False,True,False,False
MT0002225477,Q2,False,False,True,False,False,True
MT0002238737,Q4,False,False,True,False,False,True
MT0002239079,Q2,True,False,False,True,False,False
MT0002240771,Q1,True,False,False,True,False,False
MT0002250135,Q3,True,False,False,True,False,False
MT0002252353,Q2,False,True,False,False,True,False
MT0002272314,Q2,True,False,False,True,False,False
MT0002277261,Q3,True,False,False,True,False,False
MT0002291660,Q2,False,False,False,True,False,False
MT0002294387,Q1,True,False,False,True,False,False
MT0002298774,Q2,True,False,False,True,False,False
MT0002306900,Q4,False,False,False,True,False,False
MT0002307435,Q3,True,False,False,True,False,False
MT0002316145,Q2,True,False,False,True,False,False
MT0002320670,Q4,False,False,True,True,False,False
MT0002325544,Q3,False,True,False,False,True,False
MT0002336535,Q3,False,True,False,False,True,False
MT0002337555,Q2,True,False,False,True,False,False
MT0002342346,Q2,True,False,False,True,False,False
MT0002343160,Q1,True,False,False,True,False,False
MT0002343207,Q1,True,False,False,True,False,False
MT0002347246,Q1,True,False,False,True,False,False
MT0002351905,Q1,False,True,False,False,True,False
MT0002355423,Q4,True,False,False,True,False,False
MT0002355518,Q3,True,False,False,True,False,False
MT0002358457,Q1,True,False,False,True,False,False
MT0002359628,Q4,False,True,False,True,False,False
MT0002360219,Q1,True,False,False,True,False,False
MT0002362108,Q1,False,True,False,False,True,False
MT0002366291,Q1,True,False,False,True,False,False
MT0002371970,Q4,False,False,True,False,False,True
MT0002372242,Q2,True,False,False,True,False,False
MT0002374117,Q4,True,False,False,True,False,False
MT0002379942,Q2,True,False,False,True,False,False
MT0002388592,Q4,True,False,False,True,False,False
MT0002390941,Q3,False,False,True,False,False,True
MT0002396250,Q2,False,True,False,False,True,False
MT0002397625,Q4,True,False,False,True,False,False
MT0002399275,Q2,True,False,False,True,False,False
MT0002438908,Q4,False,True,False,False,True,False
MT0002460914,Q2,True,False,False,True,False,False
MT0002472723,Q1,False,True,False,False,True,False
MT0002477987,Q3,True,False,False,True,False,False
MT0002479795,Q2,True,False,False,True,False,False
MT0002485672,Q3,False,True,False,False,True,False
MT0002510318,Q3,True,False,False,True,False,False
MT0002515172,Q4,True,False,False,True,False,False
MT0002532237,Q1,False,True,False,False,True,False
MT0002538335,Q1,False,False,True,False,False,True
MT0002541988,Q4,True,False,False,True,False,False
MT0002549047,Q3,False,False,True,False,False,True
MT0002549944,Q2,False,True,False,False,True,False
MT0002580064,Q3,True,False,False,True,False,False
MT0002585767,Q3,False,False,True,True,False,False
MT0002591418,Q4,True,False,False,True,False,False
MT0002595792,Q1,False,True,False,False,True,False
MT0002602057,Q2,True,False,False,False,False,True
MT0002604697,Q3,True,False,False,True,False,False
MT0002619035,Q4,True,False,False,True,False,False
MT0002621498,Q2,True,False,False,True,False,False
MT0002634024,Q3,False,False,True,False,False,True
MT0002638821,Q4,True,False,False,True,False,False
MT0002645049,Q1,False,True,False,False,True,False
MT0002655864,Q2,True,False,False,True,False,False
MT0002659854,Q4,True,False,False,True,False,False
MT0002662293,Q3,True,False,False,True,False,False
MT0002672499,Q1,True,False,False,True,False,False
MT0002675791,Q4,True,False,False,True,False,False
MT0002698706,Q1,True,False,False,True,False,False
MT0002698827,Q4,True,False,False,True,False,False
MT0002700026,Q1,False,True,False,False,True,False
MT0002701422,Q2,True,False,False,True,False,False
MT0002709704,Q1,False,True,False,False,True,False
MT0002711792,Q2,True,False,False,True,False,False
MT0002714093,Q3,True,False,False,True,False,False
MT0002716927,Q4,True,False,False,True,False,False
MT0002737189,Q2,True,False,False,True,False,False
MT0002739845,Q2,True,False,False,True,False,False
MT0002749253,Q2,False,False,False,True,False,False
MT0002760912,Q3,True,False,False,False,True,False
MT0002761408,Q2,True,False,False,False,False,True
MT0002762445,Q1,True,False,False,True,False,False
MT0002771537,Q3,False,True,False,True,False,False
MT0002784741,Q3,False,True,False,False,True,False
MT0002786674,Q1,False,False,True,False,False,True
MT0002803746,Q4,False,False,True,False,False,True
MT0002810052,Q2,True,False,False,False,True,False
MT0002840704,Q1,True,False,False,True,False,False
MT0002842988,Q2,True,False,False,True,False,False
MT0002844771,Q3,True,False,False,True,False,False
MT0002846256,Q4,False,False,True,False,False,True
MT0002858390,Q4,True,False,False,True,False,False
MT0002859848,Q4,True,False,False,True,False,False
MT0002872113,Q4,True,False,False,True,False,False
MT0002875103,Q2,True,False,False,True,False,False
MT0002889321,Q2,True,False,False,True,False,False
MT0002894033,Q1,True,False,False,True,False,False
MT0002903697,Q4,False,False,True,False,False,True
MT0002905185,Q3,True,False,False,True,False,False
MT0002907679,Q1,True,False,False,True,False,False
MT0002909109,Q1,True,False,False,True,False,False
MT0002909741,Q3,True,False,False,True,False,False
MT0002915967,Q3,False,False,True,False,False,True
MT0002920876,Q4,True,False,False,True,False,False
MT0002928993,Q3,True,False,False,True,False,False
MT0002939380,Q2,False,True,False,False,True,False
MT0002949712,Q2,True,False,False,True,False,False
MT0002951872,Q1,True,False,False,True,False,False
MT0002954708,Q2,True,False,False,True,False,False
MT0002960288,Q4,True,False,False,True,False,False
MT0002962258,Q1,False,False,True,False,False,True
MT0002969144,Q4,False,True,False,False,True,False
MT0002980543,Q4,True,False,False,True,False,False
MT0002986568,Q3,True,False,False,True,False,False
MT0002999366,Q1,True,False,False,True,False,False
MT0003008724,Q2,True,False,False,True,False,False
MT0003012633,Q4,True,False,False,True,False,False
MT0003019852,Q2,False,False,True,False,False,True
MT0003023886,Q2,True,False,False,True,False,False
MT0003025046,Q4,False,False,True,False,False,True
MT0003025373,Q1,False,True,False,True,False,False
MT0003025883,Q4,True,False,False,True,False,False
MT0003028265,Q4,True,False,False,True,False,False
MT0003037754,Q3,True,False,False,True,False,False
MT0003038205,Q3,True,False,False,True,False,False
MT0003041246,Q2,True,False,False,True,False,False
MT0003044417,Q1,True,False,False,True,False,False
MT0003059710,Q1,True,False,False,True,False,False
MT0003067607,Q1,True,False,False,True,False,False
MT0003081304,Q4,False,True,False,False,True,False
MT0003085195,Q2,False,False,False,True,False,False
MT0003085925,Q1,True,False,False,True,False,False
MT0003087857,Q1,True,False,False,True,False,False
MT0003094118,Q2,False,True,False,False,True,False
MT0003102331,Q4,True,False,False,True,False,False
MT0003106472,Q2,True,False,False,True,False,False
MT0003108238,Q4,True,False,False,True,False,False
MT0003109823,Q3,True,False,False,True,False,False
MT0003117846,Q2,True,False,False,True,False,False
MT0003124476,Q2,True,False,False,True,False,False
MT0003131369,Q1,True,False,False,True,False,False
MT0003131435,Q1,False,False,True,False,False,True
MT0003144898,Q1,True,False,False,True,False,False
MT0003146944,Q4,False,True,False,True,False,False
MT0003148189,Q4,True,False,False,True,False,False
MT0003163405,Q4,False,False,True,False,False,True
MT0003175531,Q1,True,False,False,True,False,False
MT0003175805,Q4,True,False,False,True,False,False
MT0003189890,Q3,False,True,False,False,True,False
MT0003205952,Q4,True,False,False,True,False,False
MT0003209662,Q2,False,False,True,False,False,True
MT0003213617,Q4,True,False,False,True,False,False
MT0003213835,Q1,True,False,False,True,False,False
MT0003216840,Q1,True,False,False,True,False,False
MT0003224500,Q2,False,True,False,False,True,False
MT0003228768,Q4,False,True,False,False,True,False
MT0003237550,Q2,True,False,False,True,False,False
MT0003246728,Q1,True,False,False,True,False,False
MT0003248394,Q1,False,True,False,False,True,False
MT0003262589,Q2,False,True,False,False,True,False
MT0003263304,Q3,True,False,False,True,False,False
MT0003264792,Q4,True,False,False,True,False,False
MT0003272904,Q3,False,False,True,True,False,False
MT0003274067,Q3,True,False,False,False,True,False
MT0003280103,Q4,True,False,False,False,True,False
MT0003286463,Q1,True,False,False,True,False,False
MT0003287170,Q4,False,False,True,False,False,True
MT0003287931,Q4,True,False,False,True,False,False
MT0003294608,Q2,False,True,False,False,True,False
MT0003300388,Q3,True,False,False,True,False,False
MT0003304271,Q4,True,False,False,True,False,False
MT0003309945,Q2,False,False,True,False,False,True
MT0003315880,Q2,False,True,False,True,False,False
MT0003320924,Q3,False,True,False,False,True,False
MT0003326925,Q2,True,False,False,True,False,False
MT0003328491,Q3,True,False,False,True,False,False
MT0003329820,Q1,True,False,False,True,False,False
MT0003336370,Q3,False,True,False,False,True,False
MT0003336800,Q2,True,False,False,True,False,False
MT0003337396,Q2,True,False,False,True,False,False
MT0003343422,Q3,False,False,True,False,False,True
MT0003345751,Q2,True,False,False,True,False,False
MT0003352308,Q3,False,False,True,False,False,True
MT0003353602,Q2,True,False,False,True,False,False
MT0003353794,Q3,True,False,False,True,False,False
MT0003354468,Q4,False,True,False,False,True,False
MT0003362542,Q3,False,False,True,False,False,True
MT0003362617,Q3,True,False,False,True,False,False
MT0003389088,Q4,True,False,False,True,False,False
MT0003390733,Q1,True,False,False,True,False,False
MT0003402178,Q4,True,False,False,True,False,False
MT0003402277,Q1,True,False,False,True,False,False
MT0003402538,Q3,False,False,True,False,False,True
MT0003402994,Q1,True,False,False,True,False,False
MT0003408163,Q4,True,False,False,True,False,False
MT0003420996,Q3,True,False,False,True,False,False
MT0003421433,Q4,True,False,False,True,False,False
MT0003424691,Q3,True,False,False,True,False,False
MT0003428477,Q4,True,False,False,True,False,False
MT0003431207,Q1,True,False,False,True,False,False
MT0003435704,Q3,True,False,False,False,False,True
MT0003440957,Q1,False,False,True,False,False,True
MT0003444822,Q2,False,False,False,True,False,False
MT0003462877,Q2,True,False,False,True,False,False
MT0003473344,Q4,True,False,False,True,False,False
MT0003482336,Q2,True,False,False,True,False,False
MT0003496132,Q2,False,False,True,False,False,True
MT0003501434,Q3,True,False,False,True,False,False
MT0003503243,Q2,False,False,True,False,False,True
MT0003504525,Q3,True,False,False,True,False,False
MT0003510796,Q4,True,False,False,True,False,False
MT0003517837,Q4,False,False,True,True,False,False
MT0003536193,Q1,False,True,False,False,True,False
MT0003539442,Q2,True,False,False,True,False,False
MT0003542756,Q3,True,False,False,True,False,False
MT0003570082,Q1,True,False,False,True,False,False
MT0003587042,Q2,True,False,False,True,False,False
MT0003597979,Q4,True,False,False,True,False,False
MT0003603497,Q4,True,False,False,True,False,False
MT0003603772,Q1,False,True,False,False,True,False
MT0003612742,Q2,False,False,False,True,False,False
MT0003617309,Q1,False,True,False,False,True,False
MT0003623420,Q4,False,True,False,True,False,False
MT0003629164,Q4,True,False,False,True,False,False
MT0003630870,Q2,True,False,False,False,True,False
MT0003649209,Q1,False,False,True,False,False,True
MT0003655884,Q4,False,True,False,False,True,False
MT0003659365,Q2,True,False,False,True,False,False
MT0003663435,Q1,False,False,True,False,False,True
MT0003669917,Q1,True,False,False,True,False,False
MT0003728288,Q2,True,False,False,True,False,False
MT0003729518,Q1,True,False,False,True,False,False
MT0003732702,Q4,False,True,False,False,True,False
MT0003740052,Q4,True,False,False,True,False,False
MT0003748227,Q3,False,True,False,False,True,False
MT0003759483,Q4,False,False,True,False,False,True
MT0003762220,Q4,True,False,False,True,False,False
MT0003762339,Q2,True,False,False,True,False,False
MT0003768949,Q1,True,False,False,True,False,False
MT0003770678,Q4,False,False,True,False,False,True
MT0003774577,Q2,False,True,False,False,True,False
MT0003782002,Q2,True,False,False,True,False,False
MT0003788939,Q1,True,False,False,True,False,False
MT0003791678,Q1,False,False,True,False,False,True
MT0003792475,Q3,True,False,False,True,False,False
MT0003795778,Q1,True,False,False,True,False,False
MT0003796752,Q1,True,False,False,True,False,False
MT0003808965,Q1,True,False,False,True,False,False
MT0003821577,Q2,True,False,False,True,False,False
MT0003837569,Q2,True,False,False,True,False,False
MT0003859252,Q2,True,False,False,True,False,False
MT0003861331,Q4,True,False,False,True,False,False
MT0003863509,Q3,True,False,False,True,False,False
MT0003868349,Q4,False,False,True,False,False,True
MT0003868390,Q4,True,False,False,True,False,False
MT0003869539,Q1,True,False,False,True,False,False
MT0003878494,Q3,False,True,False,False,True,False
MT0003880691,Q2,True,False,False,True,False,False
MT0003881997,Q2,True,False,False,True,False,False
MT0003898980,Q4,False,False,True,True,False,False
MT0003903675,Q1,False,False,True,False,False,True
MT0003906833,Q1,True,False,False,True,False,False
MT0003907045,Q3,True,False,False,True,False,False
MT0003909053,Q3,False,True,False,False,True,False
MT0003909575,Q4,False,True,False,False,True,False
MT0003922883,Q4,False,True,False,False,True,False
MT0003934644,Q1,True,False,False,True,False,False
MT0003935299,Q4,True,False,False,True,False,False
MT0003950978,Q2,False,False,False,True,False,False
MT0003957022,Q1,True,False,False,True,False,False
MT0003965796,Q1,False,False,True,False,False,True
MT0003968039,Q4,True,False,False,True,False,False
MT0003968586,Q2,False,True,False,False,True,False
MT0003970870,Q3,False,True,False,False,True,False
MT0003974181,Q3,True,False,False,True,False,False
MT0003979876,Q2,False,False,False,True,False,False
MT0004001989,Q1,True,False,False,True,False,False
MT0004005104,Q4,False,True,False,True,False,False
MT0004009266,Q4,False,False,False,True,False,False
MT0004012938,Q2,True,False,False,True,False,False
MT0004014951,Q3,True,False,False,True,False,False
MT0004020993,Q1,False,True,False,False,True,False
MT0004025604,Q2,False,False,False,True,False,False
MT0004028719,Q2,True,False,False,True,False,False
MT0004032349,Q4,False,False,False,True,False,False
MT0004033010,Q1,True,False,False,True,False,False
MT0004068560,Q2,True,False,False,True,False,False
MT0004072079,Q2,True,False,False,True,False,False
MT0004073991,Q2,True,False,False,True,False,False
MT0004085907,Q2,True,False,False,True,False,False
MT0004087145,Q2,True,False,False,True,False,False
MT0004091857,Q1,True,False,False,True,False,False
MT0004098601,Q4,True,False,False,True,False,False
MT0004113262,Q1,False,True,False,False,True,False
MT0004117319,Q3,True,False,False,True,False,False
MT0004131260,Q3,True,False,False,False,True,False
MT0004137658,Q2,True,False,False,True,False,False
MT0004141823,Q1,True,False,False,True,False,False
MT0004156130,Q4,True,False,False,True,False,False
MT0004157335,Q4,False,False,False,True,False,False
MT0004180568,Q4,True,False,False,True,False,False
MT0004183911,Q2,False,False,False,True,False,False
MT0004184616,Q3,False,True,False,False,True,False
MT0004194402,Q3,True,False,False,True,False,False
MT0004197514,Q2,True,False,False,True,False,False
MT0004212108,Q3,True,False,False,True,False,False
MT0004219321,Q4,True,False,False,True,False,False
MT0004232099,Q3,True,False,False,True,False,False
MT0004240748,Q2,True,False,False,True,False,False
MT0004254228,Q2,True,False,False,False,False,True
MT0004256890,Q4,True,False,False,True,False,False
MT0004262978,Q4,True,False,False,True,False,False
MT0004263301,Q3,True,False,False,True,False,False
MT0004287283,Q3,True,False,False,True,False,False
MT0004290389,Q3,True,False,False,True,False,False
MT0004293364,Q2,False,False,True,False,False,True
MT0004306521,Q4,True,False,False,True,False,False
MT0004317784,Q3,True,False,False,True,False,False
MT0004335339,Q4,False,False,False,True,False,False
MT0004337195,Q1,True,False,False,True,False,False
MT0004338270,Q1,False,True,False,False,True,False
MT0004352104,Q3,False,True,False,True,False,False
MT0004352726,Q4,True,False,False,True,False,False
MT0004362501,Q4,False,False,True,True,False,False
MT0004380082,Q4,False,False,False,True,False,False
MT0004395306,Q4,True,False,False,True,False,False
MT0004397754,Q3,False,True,False,False,True,False
MT0004400843,Q3,True,False,False,True,False,False
MT0004414074,Q2,False,False,True,True,False,False
MT0004422924,Q1,True,False,False,True,False,False
MT0004425744,Q1,False,False,True,False,False,True
MT0004440606,Q3,True,False,False,True,False,False
MT0004444570,Q1,True,False,False,True,False,False
MT0004447086,Q2,True,False,False,True,False,False
MT0004459450,Q2,False,False,True,False,False,True
MT0004469135,Q1,True,False,False,True,False,False
MT0004476235,Q3,False,True,False,False,True,False
MT0004485367,Q3,True,False,False,True,False,False
MT0004489039,Q3,True,False,False,True,False,False
MT0004491170,Q4,True,False,False,True,False,False
MT0004497478,Q2,False,False,False,True,False,False
MT0004500770,Q3,False,True,False,False,True,False
MT0004506984,Q1,False,True,False,False,True,False
MT0004511265,Q2,True,False,False,True,False,False
MT0004512063,Q2,True,False,False,True,False,False
MT0004514306,Q3,False,True,False,False,True,False
MT0004517675,Q4,True,False,False,True,False,False
MT0004519452,Q1,True,False,False,True,False,False
MT0004525980,Q4,True,False,False,True,False,False
MT0004540242,Q4,True,False,False,False,True,False
MT0004542745,Q4,True,False,False,True,False,False
MT0004548391,Q3,False,True,False,False,True,False
MT0004550434,Q2,True,False,False,True,False,False
MT0004550458,Q4,True,False,False,True,False,False
MT0004551480,Q1,False,True,False,False,True,False
MT0004558203,Q2,True,False,False,True,False,False
MT0004558461,Q2,True,False,False,True,False,False
MT0004588191,Q1,True,False,False,True,False,False
MT0004609722,Q3,False,False,True,False,False,True
MT0004625127,Q3,True,False,False,True,False,False
MT0004644495,Q4,True,False,False,True,False,False
MT0004645468,Q2,False,False,False,True,False,False
MT0004674397,Q2,False,True,False,False,True,False
MT0004683099,Q1,True,False,False,True,False,False
MT0004692317,Q1,False,False,True,False,False,True
MT0004692456,Q1,False,False,True,False,False,True
MT0004711079,Q1,False,False,True,False,False,True
MT0004725201,Q4,False,True,False,False,True,False
MT0004725405,Q1,True,False,False,True,False,False
MT0004739956,Q2,True,False,False,True,False,False
MT0004754115,Q4,True,False,False,True,False,False
MT0004758223,Q4,True,False,False,True,False,False
MT0004759588,Q2,True,False,False,True,False,False
MT0004772896,Q3,True,False,False,True,False,False
MT0004776609,Q4,False,True,False,False,True,False
MT0004781165,Q3,False,True,False,False,True,False
MT0004798504,Q2,True,False,False,True,False,False
MT0004798790,Q3,False,True,False,False,True,False
MT0004811602,Q2,False,True,False,False,True,False
MT0004816612,Q1,True,False,False,True,False,False
MT0004829377,Q3,False,True,False,False,True,False
MT0004836526,Q2,True,False,False,True,False,False
MT0004840819,Q3,True,False,False,True,False,False
MT0004842694,Q3,True,False,False,True,False,False
MT0004844832,Q2,True,False,False,True,False,False
MT0004850406,Q4,True,False,False,True,False,False
MT0004861138,Q2,False,True,False,True,False,False
MT0004864453,Q4,True,False,False,True,False,False
MT0004866559,Q2,True,False,False,True,False,False
MT0004867185,Q2,False,False,True,False,False,True
MT0004869271,Q3,False,True,False,False,True,False
MT0004872217,Q2,True,False,False,True,False,False
MT0004882280,Q2,True,False,False,True,False,False
MT0004883551,Q1,False,False,True,True,False,False
MT0004890000,Q1,True,False,False,True,False,False
MT0004896738,Q1,True,False,False,True,False,False
MT0004905223,Q4,True,False,False,True,False,False
MT0004910983,Q3,False,False,True,False,False,True
MT0004920547,Q1,True,False,False,True,False,False
MT0004925844,Q4,True,False,False,True,False,False
MT0004936799,Q3,False,True,False,False,True,False
MT0004943985,Q1,False,True,False,False,True,False
MT0004948855,Q2,False,False,False,True,False,False
MT0004961409,Q2,True,False,False,True,False,False
MT0004961734,Q1,True,False,False,True,False,False
MT0004962647,Q4,True,False,False,True,False,False
MT0004963809,Q4,False,False,True,True,False,False
MT0004970058,Q4,True,False,False,True,False,False
MT0004982192,Q2,False,False,False,True,False,False
MT0005001966,Q3,False,False,True,False,False,True
MT0005009443,Q4,True,False,False,True,False,False
MT0005023904,Q3,False,True,False,False,True,False
MT0005026798,Q2,True,False,False,True,False,False
MT0005029328,Q2,True,False,False,True,False,False
MT0005030845,Q3,True,False,False,True,False,False
MT0005033429,Q1,False,False,True,False,False,True
MT0005039941,Q2,True,False,False,True,False,False
MT0005044119,Q2,False,False,False,True,False,False
MT0005064430,Q4,True,False,False,True,False,False
MT0005072543,Q1,True,False,False,True,False,False
MT0005083885,Q3,True,False,False,True,False,False
MT0005094727,Q3,False,False,True,True,False,False
MT0005111463,Q3,False,True,False,False,True,False
MT0005113916,Q4,True,False,False,True,False,False
MT0005115042,Q3,False,False,True,False,False,True
MT0005118426,Q4,True,False,False,True,False,False
MT0005134466,Q3,True,False,False,True,False,False
MT0005142001,Q4,True,False,False,True,False,False
MT0005155949,Q3,False,False,True,False,False,True
MT0005157804,Q4,True,False,False,False,False,True
MT0005158273,Q4,False,True,False,False,True,False
MT0005171537,Q2,True,False,False,True,False,False
MT0005189351,Q3,True,False,False,True,False,False
MT0005189820,Q3,False,True,False,True,False,False
MT0005198745,Q4,True,False,False,True,False,False
MT0005202791,Q2,False,True,False,True,False,False
MT0005223794,Q2,False,True,False,False,True,False
MT0005241287,Q2,True,False,False,True,False,False
MT0005241699,Q1,True,False,False,True,False,False
MT0005243931,Q2,True,False,False,True,False,False
MT0005253065,Q3,False,False,True,False,False,True
MT0005262725,Q3,False,False,True,False,False,True
MT0005265641,Q1,False,True,False,False,True,False
MT0005272837,Q4,True,False,False,True,False,False
MT0005285696,Q4,False,False,True,False,False,True
MT0005286165,Q2,True,False,False,True,False,False
MT0005287506,Q2,False,True,False,False,True,False
MT0005294278,Q3,True,False,False,False,False,True
MT0005304966,Q2,True,False,False,True,False,False
MT0005319891,Q2,False,True,False,False,True,False
MT0005330350,Q3,False,True,False,False,True,False
MT0005331755,Q1,True,False,False,True,False,False
MT0005344437,Q4,True,False,False,False,True,False
MT0005379911,Q3,False,False,True,False,True,False
MT0005387539,Q2,True,False,False,True,False,False
MT0005404111,Q1,False,False,True,False,False,True
MT0005404247,Q3,True,False,False,True,False,False
MT0005409948,Q2,False,False,True,False,False,True
MT0005411969,Q2,True,False,False,True,False,False
MT0005417719,Q2,False,False,True,True,False,False
MT0005422349,Q4,True,False,False,True,False,False
MT0005425879,Q4,True,False,False,True,False,False
MT0005426130,Q1,True,False,False,True,False,False
MT0005431678,Q2,True,False,False,True,False,False
MT0005435622,Q4,True,False,False,True,False,False
MT0005443513,Q4,True,False,False,True,False,False
MT0005451862,Q2,True,False,False,True,False,False
MT0005469880,Q1,False,False,True,False,False,True
MT0005478759,Q1,True,False,False,False,True,False
MT0005486154,Q3,True,False,False,True,False,False
MT0005497233,Q2,True,False,False,True,False,False
MT0005515169,Q2,True,False,False,True,False,False
MT0005519111,Q4,True,False,False,True,False,False
MT0005523766,Q1,False,True,False,False,True,False
MT0005540023,Q2,True,False,False,True,False,False
MT0005540184,Q4,False,False,False,True,False,False
MT0005540907,Q1,False,True,False,True,False,False
MT0005550288,Q2,False,True,False,False,True,False
MT0005556630,Q4,True,False,False,False,False,True
MT0005567133,Q2,False,True,False,False,True,False
MT0005568749,Q3,True,False,False,True,False,False
MT0005575348,Q3,True,False,False,True,False,False
MT0005592810,Q1,True,False,False,True,False,False
MT0005593407,Q3,False,True,False,False,True,False
MT0005621435,Q3,True,False,False,False,True,False
MT0005625323,Q1,True,False,False,True,False,False
MT0005625762,Q1,False,False,True,False,False,True
MT0005630273,Q3,False,True,False,True,False,False
MT0005638160,Q2,False,False,True,False,False,True
MT0005642770,Q2,False,False,False,True,False,False
MT0005652563,Q2,False,True,False,False,True,False
MT0005655655,Q3,True,False,False,True,False,False
MT0005656534,Q4,False,True,False,False,True,False
MT0005660001,Q1,True,False,False,True,False,False
MT0005666606,Q1,False,True,False,False,True,False
MT0005669153,Q3,False,True,False,True,False,False
MT0005673020,Q2,False,True,False,False,True,False
MT0005675358,Q2,True,False,False,False,True,False
MT0005695311,Q4,False,False,True,False,False,True
MT0005707044,Q4,True,False,False,True,False,False
MT0005713768,Q1,False,True,False,False,True,False
MT0005715379,Q4,True,False,False,True,False,False
MT0005715715,Q1,False,True,False,False,True,False
MT0005723257,Q3,True,False,False,False,True,False
MT0005725657,Q2,True,False,False,False,True,False
MT0005727783,Q3,True,False,False,True,False,False
MT0005740567,Q3,False,True,False,False,True,False
MT0005751512,Q2,True,False,False,False,False,True
MT0005752234,Q1,True,False,False,True,False,False
MT0005756784,Q2,True,False,False,True,False,False
